"TERM";"URI";"HIT SCORE";"PONDERATED SCORE";"TERM MATCHED";"TERM SIMILARITY"
"STATUS POST SPHINCTEROTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;52.444996;"Status Post";59
"PLEURO EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3331";34.850258;76.2125645;"Pleural Effusion";90
"LEFT IJ CLOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111095";25.522747;46.88068675;"CLOT DETECTION";54
"T10 SPINAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12464";31.439808;51.359952;"Medulla Spinalis";58
"RECTUS HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50579";27.058256;59.264564;"HEMATOMA";70
"OSTEOMYLITIS LEFT KNEE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27577";30.159103;59.289775750000004;"Osteomyelitis";69
"TRANSCATHETER AORTIC VALVE IMPLANT  TAVI  PERCUTANEOUS APPROACH      NO ASSESSMENT NEEDED   ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100022";86.14215;67.2855375;"Transcatheter Aortic Valve Implantation";61
"BILATERAL PULMONARY EMBOLIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50713";40.99623;67.24905749999999;"Pulmonary Embolism";76
"CORONARY ARTERY BYPASS GRAFT WITH ATRIAL VALVE REPLACEMENT  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51998";76.651276;68.662819;"Coronary Artery Bypass Graft Surgery";66
"ANTERIOR COMMUNICATING ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32087";40.489468;67.872367;"Anterior Communicating Artery";77
"CELLULITIS SEPSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115992";30.218506;64.5546265;"Preseptal Cellulitis";76
"LEFT HEART CATHERTERIZATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80413";58.802612;88.200653;"Left Heart Catheterization";98
"GATROINTESTIONAL BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154943";39.610107;73.65252674999999;"Gastrointestinal bleeding neonatal";85
"OVERDOSE ON ECSTASY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50873";35.72746;53.181865;"Overdose";59
"HODGKIN LYMPHOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9357";49.63456;87.40864;"Hodgkin Lymphoma";100
"LIVER BLEED & HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C75669";28.57957;52.1448925;"BEEF LIVER";60
"LEFT CARDIAC CATH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99971";33.383087;54.09577175;"Left Cardiac Artery Dominance";61
"PRE SYNCOPE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35120";43.518955;70.87973875;"Reflex Syncope";80
"INTUSSUSCEPTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C113484";41.497284;85.374321;"INTUSSUSCEPTION";100
"DEEP SPACE NECK INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35733";28.840618;60.4601545;"Head and Neck Infection";71
"SIRS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C94832";12.466716;78.116679;"SIRS";100
"ETHANOL SEPTAL ABLATION ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67444";54.048973;75.01224325;"ethanol ablation";82
"VARICOSE VEINS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35114";46.96743;83.7418575;"Varicose Vein";96
"MESENPERIC ISCHEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78712";43.422935;70.85573375;"Mesenteric Artery Ischemia";80
"MESENTERIC ISCHEMIC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78712";42.021828;70.505457;"Mesenteric Artery Ischemia";80
"MANDIBULAR ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C60586";29.942345;54.73558625;"Rat Mandibular Gland";63
"ELECTROCUTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50544";35.346123;83.83653075;"Electrocution";100
"KNEE DISLOCATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C118864";30.059616;68.264904;"DISLOCATION, LENS";81
"FACIAL FRACTOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143474";22.474916;53.618729;"Facial Pain";64
"EPIDURAL FLUID COLLECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25453";39.23453;52.5586325;"Collection";57
"CRITICAL AORTICSTENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25467";15.125404;42.781351;"Critical";52
"T7 FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;69.61375325;"FRACTURE";84
"UPPER BI BLED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C49091";26.593176;32.148294;"Plk1 Inhibitor BI 2536";34
"STEM I";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12441";20.400215;61.35005375;"BRAIN STEM";75
"GANGRENE BILATERAL LOWER EXTREMITIES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C102039";42.240997;60.06024925;"AIMS - Lower Extremities";66
"PITUITARY ABSCESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121148";45.252644;86.313161;"Pituitary Abscess";100
"TONGUE SWELLING ALLERGIC REACTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114476";76.49409;70.1235225;"Allergic Reaction";68
"ENDOCARDIATITIS OF MITRAL VALVE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C98992";37.88482;60.471205;"Congenital Atresia of Mitral Valve";68
"IVC OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C6003";24.914513;30.97862825;"Stage IVC Carcinoma of the Larynx";33
"ANURIC RENAL FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C9438";36.774086;71.4435215;"Chronic Renal Failure";83
"CBD STONES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71001";33.674522;63.9186305;"stoned-b1";74
"ESOPHAGEAL CARCINOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3513";48.903156;87.225789;"Esophageal Carcinoma";100
"QUESTION OF OVERDOSE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50862";30.143932;58.535983;"Radiation Overdose";68
"NON ISCHEMIC CARDIOMYPATHY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;55.16657925;"Arterial Ischemic Stroke";60
"THROMBOEMBOLISM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28195";51.661316;87.915329;"Thromboembolism";100
"OVER DOSE(TYLENOL AND KLONOPIN)";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C92323";30.523537;43.63088425;"AUC Over Dosing Interval Norm by Dose";48
"NON HEALING LEFT LEG ULCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100518";40.070457;56.51761425;"MDS-UPDRS - Left Leg Agility";62
"ISCHEMIC ARM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;55.91657925;"Arterial Ischemic Stroke";61
"KYPHO";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C86076";18.648823;49.66220575;"Hypha";60
"STAB TO NECK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C8528";29.67218;47.168045;"Metastasis to the Neck";53
"SQUAMOUS CELL ESOPHAGEAL CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95610";52.495438;70.1238595;"Well Differentiated Esophageal Squamous Cell Cancer";76
"KNEE INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67448";28.778639;55.19465975;"Infection Dose";64
"PARENCHYMAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C94757";42.778282;62.4445705;"nodular parenchyma";69
"4TH VENTRICULAR TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C131577";28.828121;63.45703025;"Ventricular Ependymal Tumor";75
"MITRAL VALVE VS REPLACEMENT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;85.421008;"MITRAL VALVE REPLACEMENT";94
"EPS AND ATRIAL FLUTTER ABLATION   REMOTE WEST   ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80432";47.86476;50.96619;"ABLATION, ATRIAL";52
"OPEN LEFT KNEE FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26348";30.593803;49.64845075;"Lefty-B Protein";56
"LEFT CEREBELLUM MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12445";44.018353;64.25458825;"Cerebellum, NOS";71
"ENDOSCOPY ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16546";49.883606;87.4709015;"ENDOSCOPY";100
"RIGHT GLUTEAL HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C105639";34.593014;55.148253499999996;"Right Gluteus Medius";62
"SPLENIC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33608";25.32431;61.8310775;"SPLENIC VEIN";74
"VARICOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34410";26.655409;65.16385225;"Baritosis";78
"VENTRICULAR TACHYCARDIA ABLATION   REMOTE WEST   ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C146733";46.56475;64.1411875;"Ventricular Tachycardia, CTCAE 5.0";70
"NEW BRAIN MASS AND LUNG LESION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132467";30.843811;51.21095275;"NEW BONE LESION";58
"RECURRENT LT PLEURAL EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C166176";48.525177;81.13129425;"Recurrent Large Pleural Effusion";92
"REDO AVR ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C90362";28.863346;63.4658365;"LEAD aVR";75
"UPPER GASTROINTENSTINAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33837";38.20079;67.3001975;"GASTROINTESTINAL TRACT, UPPER";77
"FAILED RIGHT TOTAL HIP REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C158016";40.001705;63.250426250000004;"Total Disc Replacement";71
"HYPOTHERMIC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55332";30.740564;75.935141;"Hypothermia";91
"PTX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C60965";21.985945;80.49648625;"pTX";100
"LEFT PATELLA FRACUTRE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33282";34.297073;49.82426825;"BONE, PATELLA";55
"3RD AV BLOCK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C111091";53.97999;71.2449975;"3RD DEGREE AV BLOCK";77
"SHUNT MALFUNCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99921";27.32799;53.3319975;"ATRIAL PACING MALFUNCTION";62
"STATUS EPELEPTICUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C85079";46.49914;82.124785;"Status Epilepticus";94
"MALIGNANT NEOPLASM OF OROPHARNYX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C7398";54.52263;86.3806575;"Malignant Neoplasm of Oropharynx";97
"PULSELESS LEFT LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132552";41.10482;53.026205;"NSAA - Hop Left Leg";57
"EPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53610";25.39893;77.5997325;"REPLACEMENT";95
"STERNOTOMY  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25220";35.346123;83.83653075;"Sternotomy";100
"MITAL VALVE DISORDER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78446";44.990387;84.74759675;"Mitral Valve Disorder";98
"LEFT MAIN CORONARY ARTERY STENT PLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12872";70.600266;80.65006650000001;"Left Main Coronary Artery Segment";84
"SMALL INTESTINAL STRICTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C98962";49.366444;77.591611;"Intestinal Stricture";87
"BRAIN TUMOR RIGHT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157800";32.972614;67.4931535;"Brain Tumor Radiation";79
"GANGRENE OF THE TOE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50573";31.081373;52.020343249999996;"Gangrene";59
"EGD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78144";35.012043;83.75301075;"EGD";100
"CORONARY ARTERY BYPASS GRAFT WITH RIMA   LIMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51998";76.651276;78.412819;"CORONARY ARTERY BYPASS GRAFT";79
"POST OP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25623";652.83545;213.4588625;"Post-Operative";67
"TSAH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154105";17.571827;68.89295675;"SAH";86
"RENAL ARTERY ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101022";43.05781;77.5144525;"Cerebral Artery Aneurysm";89
"INTERTROCH FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C47871";27.65586;35.413965;"Metropolitan France";38
"AORTIC STENOIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50462";35.592793;68.89819825000001;"Aortic Valve Stenosis";80
"BENTAL PROCEDURE POSSIBLE MAZE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53560";43.89641;50.7241025;"Possibly Better";53
"RIGHT LOWER QUADRANT PAIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C151400";60.822304;81.95557600000001;"Right Lower Quadrant";89
"CADIAC ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143351";40.37541;82.0938525;"Cardiac Arrest";96
"SIGMOID PERFORATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4080";36.045166;63.7612915;"PERFORATION";73
"LEFT SHOULDER ROTATOR CUFF TEAR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33497";57.977222;56.494305499999996;"Rotator Cuff";56
"AORTIC AND ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12669";33.675545;64.66888625;"Aortic";75
"LOWER EXTREMITY FRACTURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27002";54.41648;87.10412;"Lower Extremity Fracture";98
"CONFUDION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C37928";29.733322;74.1833305;"Confusion";89
"LEFT MIDDLE CAROTID ARTERY ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32956";53.211243;59.80281075;"Left Common Carotid Artery";62
"COLLOID CYST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C8322";391.95636;146.73909;"Intracranial Colloid Cyst";65
"ACUTE CHOLEYCISTITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35152";37.80043;78.4501075;"Acute Cholecystitis";92
"POSTERIOR COMMUNICATING ARTERY ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33357";57.21344;79.55336;"Posterior Communicating Artery";87
"ABNORMAL ENDOMETRIUM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3012";32.90377;52.4759425;"Endometrial Tumor";59
"UNSPECIFIED BRAIN MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38046";36.714607;59.42865175;"UNSPECIFIED";67
"OPEN WOUND BILATERAL LEGS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35236";26.579765;41.89494125;"Injury to Esophagus with Open Wound into Cavity";47
"PSYCH EVAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C172379";42.096825;75.77420625;"Psych-ed Eval";87
"STATUS EPILLECTUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C124304";25.535786;43.8839465;"SSTATRS";50
"SPLENIC LACERATIONS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50446";29.574736;65.14368400000001;"Laceration(s)";77
"POSTERIOR COMMUNICATING ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33357";40.77933;77.6948325;"Posterior Communicating Artery";90
"BASAL SKULL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35520";32.596172;48.649043;"Nasal Mass";54
"TBM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C90334";15.425125;78.85628125;"TBM";100
"CBC DILITAION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C113136";43.828835;63.45720875;"DILATATION";70
"BILIARY TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4364";28.625946;70.1564865;"Ciliary Body Tumor";84
"NEUROCYSTICERCOSIS W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84932";36.977993;80.49449824999999;"Neurocysticercosis";95
"LOWER EXTREMITY  PARALYSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C23673";38.99633;67.4990825;"Murine Lower Extremity";77
"ESOPHAGEAL DIVERTICULUM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12264";31.598118;64.8995295;"Meckel Diverticulum";76
"INTAMURAL AORTA THROMBUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12669";34.995346;50.748836499999996;"ARTERY, AORTA";56
"CLOSTRIDUM DIFFICILE COLITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35286";63.375366;89.3438415;"Clostridium Difficile Colitis";98
"FINGER CELLULITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26715";32.12267;63.5306675;"Cellulitis";74
"RIGHT FOOT FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28236";42.49804;71.37451;"Foot Fracture";81
"ISCHEMIC RIGHT LOWER LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132551";40.764908;52.941227;"NSAA - Hop Right Leg";57
"INTERMITTENT HEART BLOCK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C92816";41.639214;62.1598035;"Intermittent Deceleration";69
"THROAT MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C54272";23.957554;59.2393885;"THROAT";71
"REDO AORTIC VALVE ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12670";41.929523;72.73238075;"AORTIC VALVE";83
"HYOXIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3890";42.549973;79.63749325;"Hypoxia";92
"DYSPENIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C86950";18.318691;66.07967275;"Dysphonia";82
"ASCENDING AORTA REPLACEMENT WITH DEEP HYPOTHERMIC CIRCULATORY ARREST AND HEMIARCH REPLACEMSNT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50815";62.232315;42.55807875;"AORTIC VALVE REPLACEMENT";36
"TRACEAL FISTULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C58205";54.422256;86.355564;"Tracheal Fistula";97
"CEREBRAL HEMMORHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12351";39.86386;65.465965;"Cerebral Hemisphere";74
"PROBABLE COLON CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4910";35.848022;63.712005500000004;"Colon Cancer";73
"HYPERCARBIC RESPIRATORY DISTRESS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27165";44.042313;68.76057825;"Respiratory Distress";77
"L5 FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154781";29.33461;31.3336525;"L5-S1 INTERVERTEBRAL SPACE";32
"CAVERNOUS MALFORMATION RIGHT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84626";48.55199;68.3879975;"Cerebral Cavernous Malformation";75
"LEFT ZYGOMA AND LEFORTH FX";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4791";36.374313;50.34357825;"Left Atrial Myxoma";55
"TRACHEOBRONCHO MALACEA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C128372";21.360401;38.34010025;"Severe Malaria";44
"LIVER TRANSPLANT WORK UP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51696";36.288193;56.32204825;"Orthotopic Liver Transplant";63
"COPD OB";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122236";36.95482;59.488704999999996;"ob/ob";67
"HYPO SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3247";21.371397;54.09284925;"Dysmyelopoietic Syndrome";65
"SPINAL LESION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157986";30.175472;71.293868;"Spinal Fusion";85
"BILATERAL ADNEXAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C36176";41.565918;68.8914795;"Bilateral Mass";78
"DRUG REFRACTORY ATRIA FIBRILLATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C54767";50.55545;63.6388625;"Atrial Fibrillation";68
"MULTI SYSTEM TRAUMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C75568";29.976126;50.2440315;"Multiple System Failure";57
"MITRAL STENOSIS ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50654";34.28349;70.82087250000001;"Mitral Valve Stenosis";83
"MITRAL VALVE REPAIR VERSUS PLACEMENT ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";53.939114;68.2347785;"MITRAL VALVE REPLACEMENT";73
"STERNAL WOUND DRAINAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121616";41.973053;68.99326325;"Wound Drainage";78
"GRAFT STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114762";28.895138;74.7237845;"AV Graft Stenosis";90
"RESPIRATORY DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157816";28.67434;69.41858500000001;"Chronic Respiratory Disease";83
"THREE VESSEL CORONARY ARTERY DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100020";74.0157;85.253925;"Three Vessel Coronary Disease";89
"TOTAL ARCH UNDER DEEP HYPOTHERMIC CIRCULATION ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55332";30.740564;44.435141;"Hypothermia, CTCAE";49
"UNSTABLE ANGINE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66911";48.81543;81.9538575;"UNSTABLE ANGINA";93
"LEFT RIB FRACTURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34990";48.770237;75.94255925;"Fracture of Rib";85
"GSW R NECK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C158551";21.256529;48.06413225;"Neck";57
"AORTIC REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50815";48.611004;76.652751;"AORTIC VALVE REPLACEMENT";86
"PERICARDIAL EFFUSION WITH TAMONADE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143744";58.806957;69.45173925;"Pericardial Tamponade";73
"INCREASING ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66915";26.070791;56.767697749999996;"Prinzmetal's Angina";67
"CLONIDINE INGESTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C47979";36.864273;51.96606825;"CLONIDINE HYDROCHLORIDE";57
"ACUTE SPINE FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80516";25.611609;61.90290225;"Spinal Fracture";74
"BILATERAL FEMUR FRACTURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26774";44.67414;65.168535;"Femur Fracture";72
"DIVERTICULAR BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26753";28.061478;57.2653695;"DIVERTICULUM";67
"RIGHT FRONTAL MENINGIOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5292";43.50857;62.6271425;"Frontal Convexity Meningioma";69
"PROGRESSIVE ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35571";38.68245;66.6706125;"PROGRESSIVE DISEASE";76
"SP FALL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C125392";23.75272;40.43818;"SP 303";46
"RESOLVING ABDOMINAL COLLECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C49496";33.110847;56.27771175;"Recovering or Resolving";64
"MITRAL AND AORTIC VALVES INSUFFICIENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51223";66.43158;77.357895;"Aortic Valve Insufficiency";81
"ASCENDING AORTIC MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";43.23459;69.3086475;"ASCENDING AORTA";78
"LARYNGEAL STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143640";43.45543;85.8638575;"Laryngeal Stenosis";100
"MALIGNANT MELANOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C16317";36.2602;76.56505;"B16 Malignant Melanoma";90
"LEFT MIDDLE CEREBRAL ARTERY ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101022";65.63399;78.6584975;"Aneurysm of Cerebral Artery";83
"HEALING ULCER RIGHT FIRST TOE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100617";39.405243;51.851310749999996;"MNSI - Right Foot Vibration Great Toe";56
"RIGHT COMMON CAROTID ARTERY W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33473";69.71798;89.429495;"Right Common Carotid Artery";96
"INTRAHEPATIC THROMBUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27083";40.896862;55.2242155;"Thrombosis/Thrombus";60
"RIGHT VENTRICULAR THROMBUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55070";38.73037;56.1825925;"Right Ventricular Dysfunction";62
"ALLERGY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C114476";38.68065;84.6701625;"Allergy";100
"LEFT ANTERIOR DESCENDING ARTERY PERFERATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116175";76.5625;82.140625;"LEFT ANTERIOR DESCENDING ARTERY OSTIUM";84
"ASCENDING ANEURYSM ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";28.76981;61.9424525;"ASCENDING AORTA";73
"ASCENDIONG AORTA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";49.187542;85.0468855;"ASCENDING AORTA";97
"DEEP HYPERTHERMIC CIRCULATORY ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C93350";33.091553;50.27288825;"Clinical Hyperthermia";56
"THORACIC ANEURYSM WITH MENTION OF RUPTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27299";62.667137;71.91678425;"Ruptured Thoracic Aneurysm";75
"OPEN DESCENDING THORACIC AORTIC ANEURYSM REPAIR ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C158011";92.88573;88.47143249999999;"Thoracic Aortic Aneurysm Open Repair";87
"PNEUMONIA E";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3333";26.847857;74.21196425;"Pneumonia";90
"BIL.PLEURAL EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3003";19.630651;47.65766275;"EFFUSION";57
"BARRE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C74937";16.287865;72.32196625;"Barrel";91
"LEAD FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99932";36.06569;59.2664225;"INSULATION FAILURE";67
